ID,organizationName,category,additionalOrgDonateCondition,donateLink,viewLink,missionStatement,region,logo
495,"Alliance for Green Hills Foundation, Inc.",Community Improvement,FALSE,index.php?section=organizations&action=newDonation_org&fwID=495,AGHFoundation,"The Alliance for Green Hills, Inc. works to UNIFY neighborhood stakeholders, CREATE beautiful, functional spaces & BUILD a better Green Hills for all. The Alliance for Green Hills Foundation, Inc., aims to implement community plans for the betterment of all who live, work & play in Green Hills. Our major areas of improvement include: multi-modal transportation & traffic, streetscape, access to open community spaces, community education & beautification.   More about our mission: The cornerstone of our organization is high quality educational programming on community planning. We hold meetings on pertinent issues such as transportation & traffic, but our agenda is well-rounded and responds to the needs of the community. We welcome residents, developers, government & business representatives. By bringing everyone to the table, we elevate our understanding of current community plans & we become better prepared to seek solutions.   Building on several year of educational programming, we are ready to implement changes, but we have recognized the need for a shared vision of what changes are possible before launching into projects, which is a focus for 2019-2020. Better walkability, biking, auto & transit options are all part of the picture, along with enhancements to existing community spaces, including greenspaces. A 'healthy' neighborhood is one that contributes to the city as a well-functioning artery, while also contributing to the wellness of those who live, work and play here.  Please join us in helping to improve Green Hills by donating to the Alliance for Green Hills Foundation, Inc. via www.alliance4greenhills.com.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/495?thumbnail=1&maxWidth=290&maxHeight=164
2679,Alliance Francaise Cultural and Educational Fund,Arts & Culture,TRUE,index.php?section=organizations&action=newDonation_org&fwID=2679,AllianceFrancaiseNashville,"Alliance Française de Nashville is a nonprofit 501(c)(3) organization whose mission is to promote the French language and francophone cultures and to foster exchanges between French speakers throughout Middle Tennessee. To fulfill this mission, AFN organizes cultural events in the community, offers French classes and topical workshops, and funds two scholarships annually. AFN is also committed to providing a place where recent arrivals from francophone nations can make significant connections with other French speakers in Nashville.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/2679?thumbnail=1&maxWidth=290&maxHeight=164
748,Almost Home Transitional Housing Program,Human Services,FALSE,index.php?section=organizations&action=newDonation_org&fwID=748,AlmostHome,"To provide temporary housing to the homeless while networking the homeless with other organizations to obtain permanent jobs and housing.  To provide financial assistance to prevent homelessness.  To provide affordable housing to senior citizens.  To provide transitional housing while networking individuals and families with organizations to affirm permanent placement in jobs and housing.  In 2015 we opened our first transitional home, a duplex which houses 2 families.  We support them as they work, save their money, and learn household budget skills and other core values needed to establish themselves.  To provide low rent housing to senior citizens and disabled citizens over age 55 through our ""Golden Heights"" senior living apartments.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/748?thumbnail=1&maxWidth=290&maxHeight=164
4312,The Aloe Family Inc,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4312,TheAloeFamily,"Our mission is to provide opportunities for education, well-being, self-sufficiency and healing to resilient communities and individuals facing challenges of poverty and lack of family support.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4312?thumbnail=1&maxWidth=290&maxHeight=164
363,Alzheimer's Association Tennessee Chapter,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=363,alzmidsouth,"The Alzheimer's Association is the leading voluntary health organization in Alzheimer care, support and research. Our mission is to eliminate Alzheimer's disease through the advancement of research; to provide and enhance care and support for all affected; and to reduce the risk of dementia through the promotion of brain health. Our vision is a world without Alzheimer's disease and our work is about people and science.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/363?thumbnail=1&maxWidth=290&maxHeight=164
532,Amateur Athletic Union Of The United States Inc / Starlings Nashville,Youth Development,TRUE,index.php?section=organizations&action=newDonation_org&fwID=532,Volleyzone,"The Starlings is registered as a non-profit organization and has over 90 different clubs in the USA. These clubs exists financially upon grants and charitable donations, however in some cities, dues are charged to the participants to cover the costs of operation but no female is turned away. Starling clubs are represented in many major cities which offer corporations a wider geographic for marketing their products to consumers where Starling club exist.  The Starlings program provides a wonderful opportunity for a company and/or person looking to associate itself with a worthy and humanitarian project to contribute funds and support to the club. The Starlings' organization caters mostly to financially disadvantage young females.Your donation would be used to help improve and/or establish academic enrichment, afterschool and summer programs, and volleyball programs in the area. The Metro parks and Recreation Center will house the current program. Lock In the SITE program will help delivering educational information aimed at reducing health risk and behaviors that threaten the social and educational advancement of children and teens, ages 6-18 years is a major goal of Starlings Nashville. Studies strongly support the mission of our educational enhancement program and prevention programs; travel, assessments, competition, counseling, character building, tutoring, grade tracking, and guidance for college entrance, are all major compenent of our program. These components gives broader exposure to reaching individual goals and embracing life's many challenges.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/532?thumbnail=1&maxWidth=290&maxHeight=164
710,Amelia's Closet,Human Services,FALSE,index.php?section=organizations&action=newDonation_org&fwID=710,ameliascloset,'Providing professional apparel and hope to deserving women as they open the employment door.' Our ultimate goals are to stop the poverty domino effect in low-income households that weaken the family unit and our communities by preparing women for sustainable employment and financial independence. We can assist in accomplishing this goal by collaborating with charitable organizations that assist women who are recovering from hardship situations and linking our generous communities with fulfilling a specific need that can be easily met one woman at a time.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/710?thumbnail=1&maxWidth=290&maxHeight=164
364,American Association For State and Local History,Arts & Culture,TRUE,index.php?section=organizations&action=newDonation_org&fwID=364,AASLH,AASLH provides leadership and support for its members who preserve and interpret state and local history in order to make the past more meaningful to all people.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/364?thumbnail=1&maxWidth=290&maxHeight=164
724,American Baptist Theological Seminary,Colleges/Universities,TRUE,index.php?section=organizations&action=newDonation_org&fwID=724,ABCDonateNow,"The mission of American Baptist College, a historically black college with a liberal arts emphasis, is to educate, graduate, and prepare diverse students for Christian leadership, service, and social justice in the world.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/724?thumbnail=1&maxWidth=290&maxHeight=164
496,"American Cancer Society, Inc.",Health,TRUE,index.php?section=organizations&action=newDonation_org&fwID=496,acsnashville,"The American Cancer Society's mission is to save lives, celebrate lives, and lead the fight for a world without cancer.  To learn more about us or to get help, call us any time, day or night, at 1-800-227-2345 or visit cancer.org.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/496?thumbnail=1&maxWidth=290&maxHeight=164
356,American Diabetes Association,Health,FALSE,index.php?section=organizations&action=newDonation_org&fwID=356,ADATennessee,The mission of the American Diabetes Association is to prevent and cure diabetes and to improve the lives of all people affected by diabetes.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/356?thumbnail=1&maxWidth=290&maxHeight=164
2686,American Entertainment Works Inc.,Arts & Culture,FALSE,index.php?section=organizations&action=newDonation_org&fwID=2686,AEWorks,"Our mission is simple... create authentic, engaging entertainment arts that document and preserve the American cultural experience. 
",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/2686?thumbnail=1&maxWidth=290&maxHeight=164
